142,1732,82,1303389066042,1303389066186
142,1732,8,1303389068411,1303389068587
142,1732,8,1303389068859,1303389068971
142,1732,8,1303389069051,1303389069163
142,1732,16,1303389196778,1303389197049
142,1732,65,1303389196921,1303389197033
142,1732,32,1303389197274,1303389197435
142,1732,80,1303389197690,1303389197802
142,1732,82,1303389197866,1303389197946
142,1732,79,1303389198362,1303389198458
142,1732,66,1303389198698,1303389198810
142,1732,65,1303389198906,1303389199034
142,1732,66,1303389199146,1303389199226
142,1732,73,1303389199642,1303389199738
142,1732,76,1303389200186,1303389200298
142,1732,73,1303389200442,1303389200555
142,1732,84,1303389200683,1303389200779
142,1732,89,1303389200859,1303389200939
142,1732,32,1303389201003,1303389201131
142,1732,68,1303389201515,1303389201611
142,1732,73,1303389201659,1303389201755
142,1732,83,1303389201931,1303389202043
142,1732,84,1303389202251,1303389202347
142,1732,82,1303389202555,1303389202651
142,1732,73,1303389202827,1303389202923
142,1732,66,1303389203147,1303389203275
142,1732,85,1303389203403,1303389203531
142,1732,84,1303389204028,1303389204140
142,1732,73,1303389204204,1303389204412
142,1732,79,1303389204380,1303389204572
142,1732,78,1303389204668,1303389204828
142,1732,32,1303389204972,1303389205116
142,1732,73,1303389208253,1303389208381
142,1732,83,1303389208445,1303389208541
142,1732,32,1303389208653,1303389208797
142,1732,84,1303389213406,1303389213518
142,1732,72,1303389213549,1303389213694
142,1732,69,1303389213614,1303389213709
142,1732,32,1303389213741,1303389213887
142,1732,76,1303389213950,1303389214110
142,1732,73,1303389214174,1303389214286
142,1732,75,1303389214638,1303389214718
142,1732,69,1303389214814,1303389214846
142,1732,76,1303389214974,1303389215086
142,1732,89,1303389215214,1303389215326
142,1732,32,1303389215406,1303389215566
142,1732,8,1303389215934,1303389216062
142,1732,72,1303389216190,1303389216318
142,1732,79,1303389216398,1303389216462
142,1732,79,1303389216558,1303389216654
142,1732,68,1303389216926,1303389217022
142,1732,32,1303389217135,1303389217279
142,1732,65,1303389217343,1303389217439
142,1732,32,1303389217647,1303389217775
142,1732,67,1303389217983,1303389218095
142,1732,69,1303389218271,1303389218415
142,1732,82,1303389218399,1303389218511
142,1732,84,1303389218687,1303389218783
142,1732,65,1303389218911,1303389219007
142,1732,73,1303389219119,1303389219215
142,1732,78,1303389219311,1303389219423
142,1732,32,1303389219503,1303389219647
142,1732,69,1303389219743,1303389219839
142,1732,86,1303389219967,1303389220063
142,1732,69,1303389220191,1303389220271
142,1732,78,1303389220367,1303389220480
142,1732,84,1303389220544,1303389220624
142,1732,32,1303389220768,1303389220896
142,1732,77,1303389223136,1303389223248
142,1732,65,1303389223296,1303389223392
142,1732,89,1303389223504,1303389223632
142,1732,32,1303389223696,1303389223857
142,1732,84,1303389223889,1303389224001
142,1732,65,1303389224065,1303389224177
142,1732,75,1303389224193,1303389224289
142,1732,69,1303389224353,1303389224433
142,1732,32,1303389224465,1303389224593
142,1732,80,1303389224705,1303389224785
142,1732,76,1303389224929,1303389225025
142,1732,65,1303389225153,1303389225281
142,1732,67,1303389225425,1303389225505
142,1732,69,1303389225681,1303389225777
142,1732,32,1303389226017,1303389226113
142,1732,71,1303389230947,1303389231059
142,1732,73,1303389231154,1303389231251
142,1732,86,1303389231347,1303389231427
142,1732,69,1303389231570,1303389231650
142,1732,78,1303389231698,1303389231810
142,1732,32,1303389231906,1303389232034
142,1732,84,1303389232274,1303389232370
142,1732,72,1303389232402,1303389232498
142,1732,69,1303389232514,1303389232594
142,1732,32,1303389232642,1303389232802
142,1732,86,1303389233106,1303389233202
142,1732,65,1303389233314,1303389233426
142,1732,82,1303389233634,1303389233714
142,1732,73,1303389233843,1303389233923
142,1732,65,1303389234579,1303389234723
142,1732,66,1303389234803,1303389234915
142,1732,76,1303389234931,1303389235059
142,1732,69,1303389235123,1303389235219
142,1732,32,1303389235331,1303389235459
142,1732,8,1303389235811,1303389235939
142,1732,83,1303389235955,1303389236003
142,1732,32,1303389236131,1303389236227
142,1732,73,1303389238820,1303389238916
142,1732,78,1303389239012,1303389239124
142,1732,80,1303389239348,1303389239460
142,1732,85,1303389239604,1303389239716
142,1732,84,1303389239828,1303389239940
142,1732,84,1303389240068,1303389240180
142,1732,69,1303389240388,1303389240469
142,1732,68,1303389240597,1303389240693
142,1732,32,1303389240773,1303389240917
142,1732,73,1303389240933,1303389241029
142,1732,78,1303389241093,1303389241189
142,1732,71,1303389241301,1303389241413
142,1732,32,1303389241541,1303389241669
142,1732,84,1303389241701,1303389241829
142,1732,72,1303389241829,1303389241925
142,1732,32,1303389242005,1303389242133
142,1732,8,1303389243061,1303389243157
142,1732,8,1303389243269,1303389243365
142,1732,8,1303389243461,1303389243573
142,1732,8,1303389243653,1303389243765
142,1732,8,1303389244022,1303389244134
142,1732,32,1303389244278,1303389244406
142,1732,84,1303389244534,1303389244646
142,1732,72,1303389244710,1303389244806
142,1732,69,1303389244774,1303389244854
142,1732,32,1303389244982,1303389245094
142,1732,77,1303389245158,1303389245270
142,1732,79,1303389245350,1303389245446
142,1732,68,1303389245462,1303389245558
142,1732,69,1303389246022,1303389246086
142,1732,76,1303389246150,1303389246278
142,1732,127,1303389246534,1303389246646
142,1732,32,1303389246886,1303389246998
142,1732,32,1303389247078,1303389247159
142,1732,16,1303389277150,1303389277502
142,1732,84,1303389277422,1303389277534
142,1732,72,1303389277710,1303389277822
142,1732,69,1303389277838,1303389277934
142,1732,32,1303389277918,1303389278062
142,1732,66,1303389278174,1303389278286
142,1732,69,1303389278398,1303389278510
142,1732,83,1303389278638,1303389278782
142,1732,84,1303389278878,1303389278990
142,1732,32,1303389279038,1303389279198
142,1732,87,1303389279246,1303389279358
142,1732,65,1303389279486,1303389279614
142,1732,89,1303389279710,1303389279822
142,1732,32,1303389279934,1303389280046
142,1732,70,1303389280222,1303389280318
142,1732,79,1303389280366,1303389280495
142,1732,82,1303389280479,1303389280575
142,1732,32,1303389280591,1303389280719
142,1732,77,1303389280767,1303389280879
142,1732,69,1303389281007,1303389281071
142,1732,32,1303389281199,1303389281327
142,1732,84,1303389281455,1303389281567
142,1732,79,1303389281599,1303389281727
142,1732,32,1303389281743,1303389281871
